user_id,movie_id,rating,genres,production_companies,production_countries,release_year,overview
24439,apollo+13+1995,4,Drama,Imagine Entertainment Universal Pictures,United States of America,1995.0,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy."
13814,jay+and+silent+bob+strike+back+2001,4,Comedy,Dimension Films View Askew Productions Miramax,United States of America,2001.0,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production."
389200,the+cable+guy+1996,2,Comedy Drama Thriller,Columbia Pictures Corporation,United States of America,1996.0,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior."
813788,closer+2004,4,Drama Romance,Columbia Pictures,United States of America,2004.0,"A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other."
466746,manhattan+1979,3,Comedy Drama Romance,United Artists Jack Rollins & Charles H. Joffe Productions,United States of America,1979.0,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
42564,never+been+kissed+1999,5,Romance Comedy Drama,Fox 2000 Pictures Flower Films (II) Bushwood Pictures Never Been Kissed Productions,United States of America,1999.0,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson."
573987,cop+land+1997,4,Action Crime Drama,Miramax Films Across the River Productions Woods Entertainment,United States of America,1997.0,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law."
215477,metro+1997,3,Action Adventure Comedy Crime Thriller,Caravan Pictures Touchstone Pictures,United States of America,1997.0,"Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars."
847071,snow+falling+on+cedars+1999,3,Drama Romance,Universal Pictures The Kennedy/Marshall Company,United States of America,1999.0,"A Japanese-American fisherman may have killed his neighbor Carl at sea. In the 1950s, race figures in the trial. So does reporter Ishmael."
213379,mystery+men+1999,3,Adventure Fantasy Action Comedy Science Fiction,Universal Pictures Dark Horse Entertainment Golar Productions,United States of America,1999.0,"When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now, the group who include such heroes as Mr. Furious (Stiller), The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love."
298491,fight+club+1999,3,Drama,Twentieth Century Fox Film Corporation Regency Enterprises Fox 2000 Pictures Taurus Film Linson Films Atman Entertainment Knickerbocker Films,Germany United States of America,1999.0,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."
814239,angels++demons+2009,4,Thriller Mystery,Columbia Pictures Imagine Entertainment Panorama Films Skylark Productions,Italy United States of America,2009.0,"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth."
583728,little+women+1994,3,Drama Romance,Columbia Pictures,United States of America,1994.0,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household."
564659,babe+1995,5,Fantasy Drama Comedy Family,Universal Pictures Kennedy Miller Productions,Australia United States of America,1995.0,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be."
941247,quiz+show+1994,3,History Drama,Wildwood Enterprises Hollywood Pictures Baltimore Pictures,United States of America,1994.0,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.
942680,antz+1998,5,Adventure Animation Comedy Family,DreamWorks SKG Pacific Data Images (PDI) DreamWorks Animation,United States of America,1998.0,"In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army."
233538,this+is+england+2006,4,Drama Crime,EM Media UK Film Council Screen Yorkshire Big Arty Productions,United Kingdom,2006.0,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows."
599579,blade+1998,2,Horror Action,New Line Cinema Amen Ra Films Imaginary Forces Marvel Enterprises,United States of America,1998.0,"When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra."
518538,batman+1989,4,Fantasy Action,PolyGram Filmed Entertainment The Guber-Peters Company Warner Bros.,United Kingdom United States of America,1989.0,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld."
845076,the+shawshank+redemption+1994,3,Drama Crime,Castle Rock Entertainment Warner Bros.,United States of America,1994.0,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope."
720505,die+hard+1988,4,Action Thriller,Twentieth Century Fox Film Corporation Gordon Company Silver Pictures,United States of America,1988.0,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down."
26562,that+thing+you+do+1996,4,Comedy Drama,Twentieth Century Fox Film Corporation Clinica Estetico Clavius Base,United States of America,1996.0,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager."
742386,raiders+of+the+lost+ark+1981,4,Adventure Action,Lucasfilm Paramount Pictures,United States of America,1981.0,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
475674,to+wong+foo_+thanks+for+everything+julie+newmar+1995,2,Comedy,Universal Pictures Amblin Entertainment,United States of America,1995.0,"Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town for the entire weekend when their car breaks down. While waiting for parts for their Cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common."
359518,hamlet+1996,3,Drama,Castle Rock Entertainment Turner Pictures (I),United Kingdom United States of America,1996.0,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
213839,weekend+at+bernies+1989,1,Comedy,Gladden Entertainment,United States of America,1989.0,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again."
67486,amadeus+1984,5,Drama History Music,Warner Bros.,United States of America,1984.0,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum."
576009,the+blair+witch+project+1999,1,Horror Mystery,Artisan Entertainment Haxan Films,United States of America,1999.0,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found."
162055,tommy+boy+1995,3,Comedy,Paramount Pictures,United States of America,1995.0,"Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day."
240084,titanic+1997,3,Drama Romance Thriller,Paramount Pictures Twentieth Century Fox Film Corporation Lightstorm Entertainment,United States of America,1997.0,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning."
369530,born+on+the+fourth+of+july+1989,5,Drama War,Universal Pictures Ixtlan,United States of America,1989.0,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for."
800476,independence+day+1996,4,Action Adventure Science Fiction,Twentieth Century Fox Film Corporation Centropolis Entertainment,United States of America,1996.0,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile."
563914,austin+powers+international+man+of+mystery+1997,4,Science Fiction Comedy Crime,New Line Cinema Capella International Eric's Boy,Germany United States of America,1997.0,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might."
850,dragonheart+1996,3,Fantasy,Universal Pictures,United States of America,1996.0,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well."
571105,a.i.+artificial+intelligence+2001,4,Drama Science Fiction Adventure,DreamWorks SKG Amblin Entertainment Stanley Kubrick Productions Warner Bros.,United States of America,2001.0,"A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin."
257728,twelve+monkeys+1995,5,Science Fiction Thriller Mystery,Universal Pictures Atlas Entertainment Classico,United States of America,1995.0,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease."
110963,independence+day+1996,3,Action Adventure Science Fiction,Twentieth Century Fox Film Corporation Centropolis Entertainment,United States of America,1996.0,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile."
837085,chinatown+1974,5,Crime Drama Mystery Thriller,Paramount Pictures Penthouse Long Road Productions,United States of America,1974.0,"Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together."
292206,schindlers+list+1993,5,Drama History War,Universal Pictures Amblin Entertainment,United States of America,1993.0,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
420215,easy+rider+1969,3,Adventure Drama,Columbia Pictures Raybert Productions Pando Company Inc.,United States of America,1969.0,A cross-country trip to sell drugs puts two hippie bikers on a collision course with small-town prejudices.
674887,chicken+run+2000,5,Animation Comedy Family,DreamWorks SKG Aardman Animations DreamWorks Animation Pathé,United Kingdom,2000.0,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Rocky the american rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom."
404809,the+perfect+storm+2000,3,Drama,Warner Bros. Baltimore Spring Creek Productions Radiant Productions,United States of America,2000.0,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure."
78463,the+butterfly+effect+2004,5,Science Fiction Thriller,New Line Cinema FilmEngine Katalyst Films BenderSpink Province of British Columbia Production Services Tax Credit,Canada United States of America,2004.0,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences."
291869,a+month+by+the+lake+1995,4,Comedy Drama Romance,Miramax Films Anuline,United Kingdom United States of America,1995.0,"For 16 years Miss Bentley has been spending April at an elegant hillside villa on Lake Como. This year, 1937, her London society artist father has recently died and the only other English-speaking guests are brash Americans. Then Major Wilshaw arrives. He suggests they meet for cocktails and Miss Bentley stands him up -- not even thinking about it -- as she helps the new nanny of an Italian family settle in. Miss Beaumont, a tall, young American who has dropped out of finishing school in Switzerland, is bored and finds some amusement in flirting with the major, whose libido is awakened for the first time since before the great war. And Miss Bentley now finds more about the major to admire than his ears."
891536,last+action+hero+1993,3,Adventure Fantasy Action Comedy Family,Columbia Pictures Corporation Oak Productions,United States of America,1993.0,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend."
789160,my+life+in+pink+1997,5,Drama Comedy,Centre National de la Cinématographie Canal+,Belgium France,1997.0,"Ludovic is a small boy who cross-dresses and generally acts like a girl, talks of marrying his neighbor's son and can not understand why everyone is so surprised about it. His actions lead to problems for him and his family."
415602,dinosaur+2000,3,Animation Family,Walt Disney Pictures Walt Disney Feature Animation,United States of America,2000.0,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.
849799,american+graffiti+1973,4,Comedy Drama,Lucasfilm Universal Pictures The Coppola Company,United States of America,1973.0,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.
741635,princess+mononoke+1997,4,Adventure Fantasy Animation,Miramax Films Studio Ghibli Nibariki Nippon Television Network (NTV),Japan,1997.0,"Ashitaka, a prince of the disappearing Ainu tribe, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict."
247696,the+truman+show+1998,4,Comedy Drama,Paramount Pictures Scott Rudin Productions,United States of America,1998.0,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life."
813788,the+american+president+1995,4,Comedy Drama Romance,Columbia Pictures Castle Rock Entertainment,United States of America,1995.0,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings."
405689,twelve+monkeys+1995,4,Science Fiction Thriller Mystery,Universal Pictures Atlas Entertainment Classico,United States of America,1995.0,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease."
678714,lethal+weapon+1987,4,Adventure Action Comedy Thriller Crime,Silver Pictures Warner Bros.,United States of America,1987.0,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring."
979382,speed+1994,3,Action Adventure Crime,Twentieth Century Fox Film Corporation,United States of America,1994.0,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end."
905062,the+princess+bride+1987,5,Adventure Family Fantasy Comedy Romance,Act III Communications The Princess Bride Ltd. Buttercup Films Ltd.,United States of America,1987.0,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing."
853994,amadeus+1984,5,Drama History Music,Warner Bros.,United States of America,1984.0,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum."
778410,speed+1994,5,Action Adventure Crime,Twentieth Century Fox Film Corporation,United States of America,1994.0,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end."
426793,beavis+and+butt-head+do+america+1996,1,Animation Comedy,Paramount Pictures Geffen Pictures MTV Films,United States of America,1996.0,"Mike Judge's slacker duo, Beavis and Butt-Head, wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America where they manage to accidentally become America's most wanted."
206261,indiana+jones+and+the+last+crusade+1989,5,Adventure Action,Lucasfilm Paramount Pictures,United States of America,1989.0,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life."
944150,reservoir+dogs+1992,4,Crime Thriller,Live Entertainment Lionsgate Dog Eat Dog Productions Inc.,United States of America,1992.0,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel."
786452,the+pianist+2002,4,Drama War,Bac Films Canal+Polska Heritage Films Studio Babelsberg Agencja Produkcji Filmowej Beverly Detroit FilmFernsehFonds Bayern Filmboard Berlin-Brandenburg (FBB) Mainstream S.A. R.P. Productions StudioCanal Filmförderungsanstalt (FFA) Canal+ Interscope Communications Telewizja Polska (TVP) Runteam,France Germany Poland United Kingdom,2002.0,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.
101804,the+dinner+game+1998,1,Comedy,Gaumont TPS Cinéma TF1 Films Production EFVE,France,1998.0,"Each week, Pierre and his friends organize what is called as ""un dîner de cons"". Everyone brings the dumbest guy he could find as a guest. Pierre thinks his champ -François Pignon- will steal the show."
431871,trainspotting+1996,3,Drama Crime,Miramax Films Channel Four Films Noel Gay Motion Picture Company Figment Films Film4,United Kingdom,1996.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends."
915019,revenge+of+the+pink+panther+1978,2,Action Comedy Crime Thriller,United Artists Jewel Productions Pimlico Films Sellers-Edwards productions,United Kingdom United States of America,1978.0,"Chief Inspector Jacques Clouseau is dead. At least that is what the world (and Charles Dreyfus) believe when a dead body is discovered in Clouseau's car after being shot off the road. Naturally, Clouseau knows differently, and taking advantage of not being alive, sets out to discover why an attempt was made on his life."
359685,burn+after+reading+2008,3,Comedy Drama,Mike Zoss Productions Studio Canal Relativity Media Focus Features Working Title Films,United States of America United Kingdom France,2008.0,"When a disc containing memoirs of a former CIA analyst falls into the hands of Linda Litzke and Chad Feldheimer, the two gym employees see a chance to make enough money for her to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo doofuses and those in their orbit."
778391,the+phantom+1996,1,Adventure Action,Paramount Pictures Village Roadshow Pictures The Ladd Company,Australia United States of America,1996.0,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.
885190,looper+2012,2,Action Thriller Science Fiction,Endgame Entertainment FilmDistrict DMG Entertainment Ram Bergman Productions,China United States of America,2012.0,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination."
20712,sleepless+in+seattle+1993,5,Comedy Drama Romance,TriStar Pictures,United States of America,1993.0,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.
121628,the+empire+strikes+back+1980,5,Adventure Action Science Fiction,Lucasfilm Twentieth Century Fox Film Corporation,United States of America,1980.0,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."
391530,oceans+eleven+2001,5,Thriller Crime,Village Roadshow Pictures Section Eight NPV Entertainment Jerry Weintraub Productions Warner Bros. WV Films II,United States of America,2001.0,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess."
445011,a+fish+called+wanda+1988,3,Comedy Crime,Metro-Goldwyn-Mayer (MGM) Prominent Features,United Kingdom United States of America,1988.0,"A diamond advocate is attempting to steal a collection of diamonds, yet troubles arise when he realizes that he is not the only one after the diamonds."
75595,grumpier+old+men+1995,2,Romance Comedy,Warner Bros. Lancaster Gate,United States of America,1995.0,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max."
29731,toy+story+1995,3,Animation Comedy Family,Pixar Animation Studios,United States of America,1995.0,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
711860,the+fugitive+1993,3,Adventure Action Thriller Crime Mystery,Warner Bros.,United States of America,1993.0,"Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late."
935222,jaws+1975,4,Horror Thriller Adventure,Universal Pictures Zanuck/Brown Productions,United States of America,1975.0,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast."
865030,batman+forever+1995,4,Action Crime Fantasy,Warner Bros. Polygram Filmed Entertainment,United Kingdom United States of America,1995.0,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin."
589256,son+in+law+1993,3,Comedy Drama Romance,Hollywood Pictures,United States of America,1993.0,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé."
521294,star+trek+first+contact+1996,4,Science Fiction Action Adventure Thriller,Paramount Pictures Digital Image Associates,United States of America,1996.0,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy."
320762,nobodys+fool+1994,4,Drama Comedy,Paramount Pictures Capella International Cinehaus,United States of America,1994.0,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life."
279521,the+red+violin+1998,2,Drama Thriller Mystery Music Romance,Rhombus Media Channel Four Films,Canada Italy United Kingdom,1998.0,"Spans 300 years in the life of one famed musical instrument that winds up in present-day Montreal on the auction block. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin derives its unusual color from the human blood mixed into the finish. With this legacy, the violin travels to Austria, England, China, and Canada, leaving both beauty and tragedy in its wake."
160873,being+there+1979,5,Comedy Drama,United Artists Lorimar Film Entertainment,United States of America,1979.0,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television."
7494,dangerous+minds+1995,4,Drama Crime,Hollywood Pictures Via Rosa Productions Don Simpson/Jerry Bruckheimer Films,United States of America,1995.0,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost."
497170,meet+the+parents+2000,4,Comedy Romance,DreamWorks SKG Universal Pictures Tribeca Productions Nancy Tenenbaum Films,United States of America,2000.0,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze."
